,Tweet,label
868,"as a result of a crisis arising in the long term due to a pandemic, natural disasters, war py scout defaults to actively teaching online teaching in the future due to manual kbm, physical presence cannot be carried out in a period of time, it still seems like it stutters",-1
869,"Yesterday's natural statistics exam was online, I felt crazy until late at night, it's good to sleep, it's not teaching",1
870,"online schools, malls, open economy, playing the brains of stupid people, hmm, gin, for the record, that house is not good, teaching is conducive, okay, I understand conditions like gin, gin, joins the mall, opens",-1
871,"The story isn't short about Maureen's online class, the crisis, the title of this article, hehehe, I hope you teach it",-1
872,"the spirit of studying online, don't give up on going to college students, students teach topics that teach lectures in different schools, please",1
873,"let's collaborate to teach bp-paud at Dikmas, East Java, active online teaching technology facilities for early childhood at Dikmas, prevent corona, Fax, Pauddikmas, hurry to join, click the link form",1
874,"Don't teach online, it's already confusing huft",-1
875,"the basis of the circular letter of the Menpan-rb breaking up the mayor of Makassar remains long PSBB Makassar City is like the teaching process for academic activities such as online online, etc. points according to the photo",1
876,"It's like getting up early in the morning, the online teaching schedule is done right, don't you need a push that makes you productive in the morning",1
877,"yes, wfh school to teach online",1
878,"dear twips, attach the online discussion material for the covid pandemic, teach south korea at noon file download link",1
879,"Don't use new normal for school children, let's teach at home, ordinary teachers teach online, don't be victims of door to door, not online, put children's lives on the line",1
880,"After checking PPDB online, I thought, oh my goodness, tomorrow's class will teach you how to read and write how to count online at home",1
881,"hi friends, smart friends, in order to prevent the spread of corona virus disease covid, the minister of culture and education, the minister of education, urges the implementation of active teaching and learning of online kbm",1
882,"There are many complaints about the stress of online lectures, many students experience the same type of students and yes, they feel the stress wkwkwk",-1
883,"teach me to die, eh online, yes, online, it's not honest, I don't know what to think",-1
884,"What's complicated is the online system, the signal is bad, it's hard to submit, don't re-record it, teach natural patience, let's gather fate haha",1
885,"used for online teaching, it's a blessing hehe",1
886,"Online teaching students teach Thursday, Solo city orders are still active in teaching online December students",1
887,the wisdom of teaching online cuddle is the task,1
888,"Developing human resources on how to teach online is developing soft skills and if you practice it, I realize that you have to be the only person, I'm afraid that the program will be used that isn't serious.",1
889,"hello, best friend, Bawaslu, continues to teach, young and old, women, men, no age limit, but also enthusiastic, continue reading audio-visual materials, online skpp, Bawaslu, skppdaring, Bawaslu, cadre, participatory supervisor",1
